Id,Names,Hair_Color,Gender,Tags
524,Hiruzen SARUTOBI,White Hair,Male,"['Beastmaster', 'Elderly', 'Facial Hair', 'Hat', 'Ninja', 'Pipe', 'Smoker', 'Staff Wielder']"
525,Lubbock,Green Hair,Male,"['Assassin', 'Blinding Bangs', 'Goggles', 'Pervert', 'Razor Floss']"
526,Kosaki ONODERA,Brown Hair,Female,"['Deadly Chef', 'High School Student', 'Shy', 'Teenager']"
527,Kankuro,Brown Hair,Male,"['Face Markings', 'Gloves', 'Headband', 'Ninja', 'Puppeteer']"
528,Gilgamesh,Blonde Hair,Male,"['Armor', 'Big Ego', 'Chain Fighter', 'Gloves', 'Immortal', 'Magical Familiar', 'Piercings', 'Royalty', 'Warrior']"
529,Nana OSAKI,Black Hair,Female,"['Adult', 'Band Member', 'Hot-Headed', 'Piercings', 'Singer', 'Smoker', 'Tattoo']"
530,Pantherlily,Multicolored Hair,Male,"['Animal', 'Anthropomorphic', 'Magic User', 'Panther', 'Scar', 'Sword Fighter', 'Wings']"
531,Kofuku EBISU,Pink Hair,Female,"['Deity', 'Fortune Teller', 'Mischievous', 'Rosy Cheeks', 'Snaggletooth', 'Unconventional Weapon']"
532,Tohru,Multicolored Hair,Female,"['Dragon', 'Exotic Eyes', 'Headband', 'Horns', 'Human Guise', 'Invisibility Powers', 'Lesbian', 'LGBT+', 'Magic User', 'Maid', 'Pigtails', 'Rosy Cheeks', 'Shapeshifter', 'Snaggletooth', 'Tail', 'Wings']"
533,Emi YUSA,Red Hair,Female,"['Angel', 'Braids', 'Hair Antenna', 'Half-Breed', 'Hot-Headed', 'Person in a Strange World', 'Rapunzel Hair', 'Salaryman', 'Sword Fighter', 'Teenager', 'Warrior']"
534,Shuu TSUKIYAMA,Purple Hair,Male,"['Adult', 'Big Ego', 'Cannibal', 'Exotic Eyes', 'Flamboyant', 'Manipulative', 'Monster', 'Wealthy']"
535,James,Purple Hair,Male,"['Adult', 'Cowardly', 'Crossdresser', 'Flamboyant', 'Gangster', 'Gloves', 'Mischievous', 'Monster Tamer', 'Thief']"
536,Akane TSUNEMORI,Brown Hair,Female,"['Adult', 'Detective', 'Police']"
537,Gin,Grey Hair,Male,"['Human Guise', 'Immortal', 'Masks']"
538,Kiyoko SHIMIZU,Black Hair,Female,"['Glasses', 'High School Student', 'Mole', 'Stoic', 'Team Manager', 'Teenager']"
539,Shinobu KOCHOU,Multicolored Hair,Female,"['Demon Hunter', 'Poison User', 'Sword Fighter', 'Teenager']"
540,San,Brown Hair,Female,"['Circlet', 'Face Markings', 'Orphan', 'Teenager', 'Warrior']"
541,Ginko,White Hair,Male,"['Adult', 'Blinding Bangs', 'Merchant', 'Smoker', 'Spirit Seer', 'Traveler']"
542,Dot PYXIS,,Male,"['Adult', 'Bald', 'Facial Hair', 'Heavy Drinker', 'Military']"
543,Ranpo EDOGAWA,Black Hair,Male,"['Adult', 'Analytical', 'Closed Eyes', 'Detective', 'Hat']"
544,Dio BRANDO,Blonde Hair,Male,"['Big Ego', 'Charismatic', 'Manipulative', 'Mole', 'Muscular', 'Ruthless', 'Selfish', 'Vampire']"
545,Silvers RAYLEIGH,White Hair,Male,"['Elderly', 'Facial Hair', 'Glasses', 'Heavy Drinker', 'Pirate', 'Scar', 'Sword Fighter']"
546,Mao,Black Hair,Male,"['Animal', 'Cat', 'Superpowers']"
547,Megumi TADOKORO,Blue Hair,Female,"['Braids', 'Cook', 'High School Student', 'Pigtails', 'Teenager']"
548,Ryu SANADA,Black Hair,Male,"['Athlete', 'Baseball Player', 'High School Student', 'Teenager']"
549,Motoko KUSANAGI,Purple Hair,Female,"['Adult', 'Bisexual', 'Cyborg', 'Hacker', 'Invisibility Powers', 'LGBT+', 'Military', 'Police']"
550,Arisa UOTANI,Blonde Hair,Female,"['Blinding Bangs', 'Delinquent', 'High School Student', 'Part Time Employee', 'Teenager']"
551,Subaru NATSUKI,Black Hair,Male,"['Person in a Strange World', 'Teenager', 'Time Manipulator', 'Time Traveler']"
552,Mayuri KUROTSUCHI,Blue Hair,Male,"['Agent of the Afterlife', 'Poison User', 'Sadistic', 'Scientist', 'Shinigami', 'Sword Fighter']"
553,Shirayuki,Red Hair,Female,"['Doctor', 'Gardener', 'Teenager']"
554,Saito HIRAGA,Black Hair,Male,"['Magical Familiar', 'Person in a Strange World', 'Sword Fighter', 'Teenager']"
555,Darkness,Blonde Hair,Female,"['Armor', 'Gloves', 'Knight', 'Masochistic', 'Ponytail', 'Sword Fighter', 'Teenager']"
556,Lloyd ASPLUND,Purple Hair,Male,"['Glasses', 'Inventor', 'Military', 'Nobility', 'Scientist']"
557,Yuzuru NISHIMIYA,Black Hair,Female,"['Middle School Student', 'Photographer', 'Tomboy']"
558,Tatsuya SHIBA,Black Hair,Male,"['Analytical', 'Computer Programmer', 'Disciplinary Committee', 'Dual Wielder', 'Gunslinger', 'High School Student', 'Magic User', 'Martial Artist', 'Sister Complex', 'Teenager']"
559,Sinbad,Purple Hair,Male,"['Adult', 'Charismatic', 'Hair Antenna', 'Magic User', 'Piercings', 'Ponytail', 'Royalty', 'Wealthy']"
560,Saki HANAJIMA,Black Hair,Female,"['Braids', 'High School Student', 'Ponytail', 'Teenager']"
561,Shin-ah,Blue Hair,Male,"['Exotic Eyes', 'Face Markings', 'Masks', 'Shy', 'Superpowers', 'Sword Fighter', 'Teenager', 'Traveler']"
562,Alice,Brown Hair,Female,"['Amnesia', 'Big Eater', 'Bossy', 'Braids', 'Chain Fighter', 'Hot-Headed', 'Immortal', 'Magical Familiar', 'Rapunzel Hair', 'Shapeshifter', 'Tsundere']"
563,Elfman STRAUSS,White Hair,Male,"['Dark-skinned', 'Magic User', 'Muscular', 'No Eyebrows', 'Scar', 'Teenager']"
564,Umehito NEKOZAWA,,Male,"['Blinding Bangs', 'High School Student', 'Puppeteer', 'Teenager', 'Wealthy']"
565,Irina JELAVIC,Blonde Hair,Female,"['Adult', 'Assassin', 'Bossy', 'Femme Fatale', 'Foreigner', 'Scantily-clad', 'Selfish', 'Smoker', 'Teacher']"
566,Mifune,Grey Hair,Male,"['Adult', 'Bodyguard', 'Samurai', 'Stoic']"
567,Illyasviel VON EINZBERN,White Hair,Female,"['Big Ego', 'Hat', 'Magic User', 'Nobility']"
568,Langa HASEGAWA,Blue Hair,Male,"['Athlete', 'Foreigner', 'High School Student', 'Teenager', 'Transfer Student']"
569,Asta,Grey Hair,Male,"['Hair Antenna', 'Headband', 'Hyperactive', 'Knight', 'Muscular', 'Orphan', 'Sword Fighter', 'Teenager']"
570,Mirai KURIYAMA,Brown Hair,Female,"['Bandages', 'Big Eater', 'Blood Power', 'Clumsy', 'Exorcist', 'Glasses', 'Hair Antenna', 'High School Student', 'Poor', 'Sword Fighter', 'Teenager', 'Transfer Student']"
571,Reki KYAN,Red Hair,Male,"['Athlete', 'Headband', 'High School Student', 'Teenager']"
572,Victorique,Blonde Hair,Female,"['Analytical', 'Bookworm', 'Bossy', 'Detective', 'Gothic Lolita', 'Headband', 'High School Student', 'Pipe', 'Rapunzel Hair', 'Small Stature', 'Sweet Tooth', 'Teenager', 'Tone Deaf']"
573,Shintarou MIDORIMA,Green Hair,Male,"['Athlete', 'Bandages', 'Basketball Player', 'Big Ego', 'Glasses', 'High School Student', 'Teenager', 'Tsundere', 'Verbal Tic']"
574,Nishio NISHIKI,Orange Hair,Male,"['Exotic Eyes', 'Glasses', 'Monster', 'University Student']"
575,Shirou FUJIMOTO,Grey Hair,Male,"['Adult', 'Demon Hunter', 'Exorcist', 'Facial Hair', 'Glasses', 'Priest', 'Single Parent']"
576,Hitoshi SHINSO,Purple Hair,Male,"['Anti-Gravity Hair', 'Eye Bags', 'High School Student', 'Psychic Powers', 'Superpowers', 'Teenager']"
577,Yuuko ICHIHARA,Black Hair,Female,"['Adult', 'Heavy Drinker', 'Magic User', 'Mischievous', 'Pipe', 'Rapunzel Hair', 'Smoker']"
578,Shiemi MORIYAMA,Blonde Hair,Female,"['Crybaby', 'Deadly Chef', 'Demon Hunter', 'Elemental Powers', 'Exorcist', 'Gardener', 'Hair Antenna', 'Nature Powers', 'Shy', 'Teenager']"
579,Kirino KOUSAKA,Orange Hair,Female,"['Athlete', 'Bossy', 'Hot-Headed', 'Middle School Student', 'Model', 'Otaku', 'Rosy Cheeks', 'Selfish', 'Snaggletooth', 'Teenager', 'Track and Fielder', 'Tsundere', 'Video Gamer', 'Writer']"
580,Tatsumi OGA,Brown Hair,Male,"['Delinquent', 'High School Student', 'Single Parent', 'Teenager']"
581,Miyuki SHIROGANE,Blonde Hair,Male,"['Analytical', 'Big Ego', 'Eye Bags', 'High School Student', 'Part Time Employee', 'Student Council', 'Teenager']"
582,Android 18,Blonde Hair,Female,"['Cyborg', 'Genetically Engineered', 'Hot-Headed']"
583,Shion SONOZAKI,Green Hair,Female,"['Teenager', 'Twin', 'Wealthy']"
584,Kayo HINAZUKI,Brown Hair,Female,['Scarf']
585,Mami TOMOE,Blonde Hair,Female,"['Gunslinger', 'Hair Drills', 'Magical Girl', 'Middle School Student', 'Pigtails', 'Teenager']"
586,Yoshimura,Grey Hair,Male,"['Barista', 'Closed Eyes', 'Exotic Eyes', 'Monster', 'Stoic']"
587,Mikado RYUUGAMINE,Black Hair,Male,"['High School Student', 'Teenager']"
588,Elizabeth LIONES,Grey Hair,Female,"['Blinding Bangs', 'Healing Powers', 'Heterochromia', 'Rosy Cheeks', 'Royalty', 'Teenager', 'Waiter']"
589,Seijuurou AKASHI,Red Hair,Male,"['Athlete', 'Basketball Player', 'Big Ego', 'Charismatic', 'God Complex', 'Heterochromia', 'High School Student', 'Student Council', 'Team Captain', 'Teenager', 'Wealthy']"
590,Suruga KANBARU,Purple Hair,Female,"['Athlete', 'Bandages', 'Basketball Player', 'Fujoshi', 'High School Student', 'Lesbian', 'LGBT+', 'Teenager', 'Tomboy']"
591,Hawk,,Male,"['Animal', 'Big Eater', 'Piercings', 'Pig', 'Rosy Cheeks', 'Traveler']"
592,Shirou ASHIYA,White Hair,Male,"['Cook', 'Demon', 'Human Guise', 'Magic User', 'Person in a Strange World', 'Poor', 'Tail']"
593,Bulat,Black Hair,Male,"['Assassin', 'Gay', 'LGBT+', 'Muscular', 'Pompadour', 'Power Suit']"
594,Nezumi,Black Hair,Male,"['Actor', 'Gay', 'LGBT+', 'Ponytail', 'Teenager']"
595,Kouichi SAKAKIBARA,Brown Hair,Male,"['Middle School Student', 'Teenager', 'Transfer Student']"
596,Yasuko TAKASU,Blonde Hair,Female,"['Adult', 'Airhead', 'Hostess', 'Single Parent']"
597,Petra RALL,Orange Hair,Female,"['Military', 'Sword Fighter']"
598,Eru CHITANDA,Black Hair,Female,"['Club President', 'Eternal Optimist', 'High School Student', 'Teenager']"
599,Tamaki AMAJIKI,Purple Hair,Male,"['High School Student', 'Pointy Ears', 'Shy', 'Superpowers', 'Teenager']"
600,Kotarou KATSURA,Black Hair,Male,"['Adult', 'Explosives Expert', 'Samurai', 'Terrorist']"
601,Ushio,Brown Hair,Female,"['Child', 'Hair Ribbons', 'Kindergartner', 'Shy']"
602,Zack,Black Hair,Male,"['Adult', 'Assassin', 'Bandages', 'Heterochromia', 'Hot-Headed', 'Scythe Wielder']"
603,Ryuji SUGURO,Multicolored Hair,Male,"['Exorcist', 'Facial Hair', 'Hot-Headed', 'Kansai Dialect', 'Piercings', 'Teenager']"
604,Zeref,Black Hair,Male,"['Cursebearer', 'Immortal', 'Magic User']"
605,Isaac DIAN,Brown Hair,Male,"['Airhead', 'Eternal Optimist', 'Hyperactive', 'Mischievous', 'Sideburns', 'Thief']"
606,Rei RYUGAZAKI,Blue Hair,Male,"['Analytical', 'Athlete', 'Glasses', 'High School Student', 'Swimmer', 'Teenager']"
607,Jinta YADOMI,Black Hair,Male,"['High School Student', 'Teenager']"
608,Tadaomi KARASUMA,Black Hair,Male,"['Adult', 'Military', 'Teacher']"
609,Sena KASHIWAZAKI,Blonde Hair,Female,"['Big Ego', 'High School Student', 'School Idol', 'Snaggletooth', 'Teenager', 'Video Gamer', 'Wealthy']"
610,Tomoko KUROKI,Black Hair,Female,"['Blinding Bangs', 'Eye Bags', 'High School Student', 'Shy', 'Teenager', 'Video Gamer']"
611,Alibaba SALUJA,Blonde Hair,Male,"['Magic User', 'Piercings', 'Sword Fighter', 'Teenager']"
612,Teresa,Blonde Hair,Female,"['Cape', 'Demon Hunter', 'Sword Fighter', 'Warrior']"
613,Integra Fairbrook Wingates HELLSING,Blonde Hair,Female,"['Dark-skinned', 'Glasses', 'Gloves', 'Nobility', 'Smoker', 'Vampire Hunter']"
614,Senji KIYOMASA,Black Hair,Male,"['Adult', 'Arm Blades', 'Blood Power', 'Muscular', 'Prisoner', 'Tattoo']"
615,King,Brown Hair,Male,"['Elemental Powers', 'Fairy', 'Lancer', 'Magic User', 'Nature Powers', 'Royalty', 'Shapeshifter', 'Tattoo']"
616,Shirley FENETTE,Orange Hair,Female,"['Athlete', 'High School Student', 'Student Council', 'Swimmer', 'Teenager']"
617,Tsubasa HANEKAWA,Black Hair,Female,"['Class Representative', 'High School Student', 'Teenager']"
618,Simon BREZHNEV,Grey Hair,Male,"['Adult', 'Bandana', 'Dark-skinned', 'Foreigner', 'Headband', 'Pacifist']"
619,Konohamaru SARUTOBI,Brown Hair,Male,"['Headband', 'Ninja', 'Scarf', 'Verbal Tic']"
620,Kurumu KURONO,Turquoise Hair,Female,"['Demon', 'Flirt', 'High School Student', 'Succubus', 'Tail', 'Teenager', 'Wings']"
621,Smoker,Grey Hair,Male,"['Adult', 'Honorable Fighter', 'Military', 'Sailor', 'Scar', 'Smoker', 'Superpowers']"
622,Kazuma,Brown Hair,Male,"['Analytical', 'Ghost', 'Glasses', 'Magical Familiar', 'Shapeshifter']"
623,Sakura KINOMOTO,Brown Hair,Female,"['Cheerleader', 'Magical Girl', 'Pigtails', 'Staff Wielder', 'Summoners']"
624,Kiritsugu EMIYA,Black Hair,Male,"['Adult', 'Analytical', 'Facial Hair', 'Gunslinger', 'Magic User', 'Ruthless', 'Time Manipulator']"
625,Ayane YANO,Brown Hair,Female,"['High School Student', 'Piercings', 'Teenager']"
626,Tomura SHIGARAKI,Grey Hair,Male,"['Adult', 'Eye Bags', 'Masks', 'Mole', 'Ruthless', 'Scar', 'Superpowers']"
627,Kyoko MOGAMI,Orange Hair,Female,"['Actor', 'Hot-Headed', 'Teenager']"
628,Lucifer,Purple Hair,Male,"['Blinding Bangs', 'Demon', 'Fallen Angel', 'Human Guise', 'Magic User', 'Manipulative', 'NEET', 'Person in a Strange World', 'Piercings', 'Wings']"
629,Kabuto YAKUSHI,Grey Hair,Male,"['Analytical', 'Glasses', 'Headband', 'Healing Powers', 'Ninja', 'Ponytail']"
630,Barry The Chopper,White Hair,Male,"['Adult', 'Armor', 'Bloodthirsty', 'Hot-Headed', 'Knife Fighter']"
631,Yuu OTOSAKA,Black Hair,Male,"['High School Student', 'Psychic Powers', 'Student Council', 'Superpowers', 'Teenager']"
632,Bon KUREI,Black Hair,,"['Adult', 'Crossdresser', 'Flamboyant', 'LGBT+', 'Martial Artist', 'No Eyebrows', 'Non-Binary Gender', 'Sailor', 'Superpowers']"
633,Obito UCHIHA,Black Hair,Male,"['Exotic Eyes', 'Goggles', 'Ninja', 'Teenager']"
634,Ikuto TSUKIYOMI,Blue Hair,Male,"['Animal Ears', 'Flirt', 'High School Student', 'Musician', 'Teenager', 'Violinist']"
635,Viral,Blonde Hair,Male,"['Hot-Headed', 'Mecha Pilot', 'Military', 'Sharp Teeth']"
636,Bulma,Turquoise Hair,Female,"['Hair Ribbons', 'Hot-Headed', 'Inventor', 'Ponytail', 'Scientist', 'Wealthy']"
637,Sougo OKITA,Brown Hair,Male,"['Mischievous', 'Sadistic', 'Shinsengumi', 'Sleepyhead', 'Teenager']"
638,Elizabeth MIDDLEFORD,Blonde Hair,Female,"['Child', 'Choker', 'Hair Drills', 'Headband', 'Nobility', 'Pigtails', 'Wealthy']"
639,Miria HARVENT,Blonde Hair,Female,"['Airhead', 'Eternal Optimist', 'Hyperactive', 'Mischievous', 'Thief']"
640,Touta MATSUDA,Black Hair,Male,"['Adult', 'Detective']"
641,Ikaros,Pink Hair,Female,"['Android', 'Angel', 'Choker', 'Hair Ribbons', 'Pigtails', 'Rapunzel Hair', 'Robot', 'Scantily-clad', 'Stoic', 'Wings']"
642,Misty,Orange Hair,Female,"['Bossy', 'Hot-Headed', 'Monster Tamer', 'Ponytail', 'Tomboy', 'Traveler']"
643,Coyote STARRK,Brown Hair,Male,"['Dual Wielder', 'Facial Hair', 'Gunslinger', 'Lazy']"
644,Alois TRANCY,Blonde Hair,Male,"['Big Ego', 'Orphan', 'Sadistic', 'Wealthy']"
645,Futaba YOSHIOKA,Brown Hair,Female,"['Class Representative', 'High School Student', 'Teenager']"
646,Itsuki KOIZUMI,Brown Hair,Male,"['High School Student', 'Teenager', 'Transfer Student']"
647,Mikoto MIKOSHIBA,Red Hair,Male,"['2-D Lover', 'Flirt', 'High School Student', 'Piercings', 'Shy', 'Teenager']"
648,Gilbert NIGHTRAY,Black Hair,Male,"['Amnesia', 'Butler', 'Gunslinger', 'Magic User', 'Nobility', 'Piercings', 'Smoker']"
649,Shizuku MIZUTANI,Brown Hair,Female,"['Bookworm', 'High School Student', 'Kuudere', 'Pigtails', 'Teenager']"
650,Haruki NAKAYAMA,Blonde Hair,Male,"['Adult', 'Band Member', 'Bassist', 'Bisexual', 'Facial Hair', 'LGBT+', 'Musician', 'Part Time Employee', 'Smoker', 'University Student']"
651,Koutarou AMON,Black Hair,Male,"['Adult', 'Detective', 'Muscular', 'Police', 'Unconventional Weapon', 'Vengeful']"
652,Black-Haired Woman,Multicolored Hair,Female,"['Amnesia', 'Bartender']"
653,Aries,Pink Hair,Female,"['Broken Record', 'Horns', 'Magical Familiar', 'Shy']"
654,Manjiro SANO,Blonde Hair,Male,"['Biker', 'Charismatic', 'Delinquent', 'Martial Artist']"
655,Freed JUSTINE,Green Hair,Male,"['Blinding Bangs', 'Darkness Powers', 'Elemental Powers', 'Magic User', 'Mole', 'Sword Fighter']"
656,Kuroyukihime,Black Hair,Female,"['Hair Antenna', 'Middle School Student', 'Rosy Cheeks', 'Student Council', 'Teenager', 'Video Gamer']"
657,Staz Charlie BLOOD,Black Hair,Male,"['Eye Bags', 'Nobility', 'Otaku', 'Psychic Powers', 'Sharp Teeth', 'Superpowers', 'Vampire']"
658,Monkey D. Garp,Grey Hair,Male,"['Elderly', 'Facial Hair', 'Hot-Headed', 'Military', 'Muscular', 'Sailor', 'Scar']"
659,Maria ROSS,Black Hair,Female,"['Adult', 'Gunslinger', 'Military', 'Mole']"
660,Lenalee LEE,Green Hair,Female,"['Demon Hunter', 'Exorcist', 'Orphan', 'Pigtails', 'Teenager']"
661,Teppei KIYOSHI,Brown Hair,Male,"['Airhead', 'Athlete', 'Basketball Player', 'High School Student', 'Teenager']"
662,Lisanna STRAUSS,White Hair,Female,"['Magic User', 'Shapeshifter']"
663,Charle,White Hair,Female,"['Animal', 'Anthropomorphic', 'Cat', 'Magic User', 'Wings']"
664,Kyoya HIBARI,Black Hair,Male,"['Disciplinary Committee', 'Middle School Student', 'Sadistic', 'Teenager']"
665,Chiyo SAKURA,Orange Hair,Female,"['Artist', 'Hair Ribbons', 'High School Student', 'Teenager']"
666,Kimimaro,White Hair,Male,"['Ninja', 'Sickly', 'Teenager', 'Unconventional Weapon']"
667,Naruko ANJOU,Orange Hair,Female,"['Gyaru', 'High School Student', 'Part Time Employee', 'Teenager']"
668,Erina NAKIRI,Blonde Hair,Female,"['Cook', 'High School Student', 'Ojou-sama', 'School Idol', 'Teenager', 'Tsundere', 'Wealthy']"
669,Meme OSHINO,Blonde Hair,Male,"['Adult', 'Exorcist', 'Facial Hair', 'Piercings', 'Smoker']"
670,Kakashi no Kabu,,Male,"['Hat', 'Inanimate Object']"
671,Gamakichi,,Male,"['Animal', 'Frog']"
672,Medusa GORGON,Blonde Hair,Female,"['Adult', 'Magic User', 'Mischievous', 'Scientist', 'Witch']"
673,Takashi NATSUME,Blonde Hair,Male,"['High School Student', 'Orphan', 'Spirit Seer', 'Teenager']"
674,Soushi MIKETSUKAMI,Blonde Hair,Male,"['Adult', 'Bodyguard', 'Heterochromia', 'Kitsune', 'Youkai']"
675,Mitsuha MIYAMIZU,Black Hair,Female,"['High School Student', 'Shrine Maiden', 'Teenager']"
676,Erika KARISAWA,Brown Hair,Female,"['Fujoshi', 'Hat', 'Otaku']"
677,Yami Yugi,Multicolored Hair,Male,"['Amnesia', 'Anti-Gravity Hair', 'Battle Gamer', 'Choker', 'Ghost', 'Honorable Fighter', 'Royalty', 'Shared Body', 'Teenager']"
678,Touma KAMIJOU,Black Hair,Male,"['High School Student', 'Superpowers', 'Teenager']"
679,Shippo,Brown Hair,Male,"['Hair Ribbons', 'Kitsune', 'Orphan', 'Pointy Ears', 'Ponytail', 'Tail', 'Traveler', 'Youkai']"
680,Usagi TSUKINO,Blonde Hair,Female,"['Big Eater', 'Clumsy', 'Crybaby', 'Hair Buns', 'Lazy', 'Magical Girl', 'Pigtails', 'Rapunzel Hair', 'Secret Identity', 'Teenager']"
681,Krillin,,Male,"['Bald', 'Epic Eyebrows', 'Face Markings', 'Martial Artist', 'Small Stature']"
682,Kraft LAWRENCE,Grey Hair,Male,"['Adult', 'Facial Hair', 'Merchant', 'Traveler']"
683,Ai HAYASAKA,Blonde Hair,Female,"['High School Student', 'Maid', 'Ponytail', 'Secret Identity', 'Teenager']"
684,Elucia DE LUTE IMA,Brown Hair,Female,"['Airhead', 'Band Member', 'Bassist', 'Choker', 'Clumsy', 'Deadly Chef', 'Demon', 'High School Student', 'Musician', 'Ponytail', 'Rosy Cheeks']"
685,Nia TEPPELIN,Multicolored Hair,Female,"['Deadly Chef', 'Exotic Eyes', 'Royalty']"
686,Asia ARGENTO,Blonde Hair,Female,"['Hair Antenna', 'Healing Powers', 'High School Student', 'Orphan', 'Teenager']"
687,Lala Satalin DEVILUKE,Pink Hair,Female,"['Airhead', 'Alien', 'Eternal Optimist', 'Frequently-Naked', 'Hair Antenna', 'High School Student', 'Inventor', 'Royalty', 'Tail', 'Teenager']"
688,Isshin KUROSAKI,Black Hair,Male,"['Adult', 'Doctor', 'Facial Hair', 'Single Parent', 'Widow']"
689,Tohka YATOGAMI,Purple Hair,Female,"['Big Eater', 'Hair Ribbons', 'High School Student', 'Ponytail', 'Sword Fighter', 'Transfer Student']"
690,Yui YUIGAHAMA,Pink Hair,Female,"['Airhead', 'Deadly Chef', 'Eternal Optimist', 'Hair Buns', 'High School Student', 'Teenager']"
691,Hiyori SARUGAKI,Blonde Hair,Female,"['Freckles', 'Hot-Headed', 'Kansai Dialect', 'Pigtails', 'Snaggletooth', 'Sword Fighter', 'Tomboy']"
692,Beatrice,Blonde Hair,Female,"['Bookworm', 'Darkness Powers', 'Elemental Powers', 'Exotic Eyes', 'Gothic Lolita', 'Hair Drills', 'Hair Ribbons', 'Hat', 'Healing Powers', 'Librarian', 'Magic User', 'Pigtails', 'Rosy Cheeks', 'Sweet Tooth', 'Verbal Tic']"
693,Sakuta AZUSAGAWA,Brown Hair,Male,"['Hair Antenna', 'High School Student', 'Part Time Employee', 'Scar', 'Teenager']"
694,Ais WALLENSTEIN,Blonde Hair,Female,"['Armor', 'Elemental Powers', 'Magic User', 'Stoic', 'Sword Fighter', 'Teenager', 'Warrior', 'Wind Powers']"
695,King BRADLEY,Black Hair,Male,"['Dual Wielder', 'Eye Patch', 'Facial Hair', 'Military', 'Sword Fighter']"
696,Meruem,,Male,"['Animal', 'Insect', 'Ruthless', 'Superpowers', 'Tail']"
697,Renzou SHIMA,Pink Hair,Male,"['Demon Hunter', 'Exorcist', 'Flirt', 'Kansai Dialect', 'Scar', 'Staff Wielder', 'Teenager']"
698,Mukuro ROKUDO,Blue Hair,Male,"['Combat Illusionist', 'Gangster', 'Heterochromia', 'Lancer', 'Sadistic', 'Teenager']"
699,Italy,Brown Hair,Male,"['Airhead', 'Anthropomorphic', 'Broken Record', 'Clumsy', 'Cowardly', 'Crybaby', 'Flirt', 'Hair Antenna', 'Verbal Tic']"
700,Hideyoshi KINOSHITA,Brown Hair,Male,"['Actor', 'High School Student', 'Rosy Cheeks', 'Teenager', 'Twin']"
701,Nicholas D. WOLFWOOD,Black Hair,Male,"['Adult', 'Gunslinger', 'Kansai Dialect', 'Oversized Weapon', 'Priest', 'Smoker']"
702,Yuuta TOGASHI,Brown Hair,Male,"['Class Representative', 'Hair Antenna', 'High School Student', 'Teenager']"
703,Speed o’ Sound Sonic,Black Hair,Male,"['Bloodthirsty', 'Mercenary', 'Ninja', 'Scarf']"
704,Itaru HASHIDA,Brown Hair,Male,"['2-D Lover', 'Computer Programmer', 'Glasses', 'Hacker', 'Hat', 'Inventor', 'Overweight', 'Pervert', 'Teenager', 'Video Gamer']"
705,Shun KAIDOU,Blue Hair,Male,"['Chuunibyou', 'High School Student', 'No Sense of Direction', 'Teenager']"
706,Mikoto SUOH,Red Hair,Male,"['Adult', 'Piercings', 'Smoker', 'Superpowers']"
707,Filo,Blonde Hair,Female,"['Bird', 'Elemental Powers', 'Magic User', 'Shapeshifter', 'Wind Powers', 'Wings']"
708,Mizuki,White Hair,Male,"['Crybaby', 'Magical Familiar', 'Youkai']"
709,Tsukasa HIIRAGI,Purple Hair,Female,"['Headband', 'High School Student', 'Shrine Maiden', 'Teenager', 'Twin']"
710,Balalaika,Blonde Hair,Female,"['Adult', 'Gangster', 'Military Veteran', 'Mole', 'Ponytail', 'Rapunzel Hair', 'Ruthless', 'Scar', 'Smoker']"
711,Nyanko-sensei,Multicolored Hair,Male,"['Bodyguard', 'Cat', 'Heavy Drinker', 'Immortal', 'Shapeshifter', 'Youkai']"
712,Shougo MAKISHIMA,White Hair,Male,"['Adult', 'Analytical', 'Bookworm', 'Knife Fighter', 'Manipulative']"
713,Tanya DEGURECHAFF,Blonde Hair,Female,"['Force Field Powers', 'Hat', 'Magic User', 'Military', 'Orphan', 'Person in a Strange World', 'Ruthless']"
714,Obi,Black Hair,Male,"['Adult', 'Exotic Eyes', 'Scar']"
715,Sayaka MIKI,Turquoise Hair,Female,"['Middle School Student', 'Teenager']"
716,May CHANG,Black Hair,Female,"['Alchemist', 'Braids', 'Child', 'Foreigner', 'Hair Buns', 'Martial Artist', 'Royalty']"
717,Kuroko SHIRAI,Brown Hair,Female,"['Disciplinary Committee', 'Hair Ribbons', 'Lesbian', 'LGBT+', 'Middle School Student', 'Ojou-sama', 'Pervert', 'Pigtails', 'Psychic Powers', 'Superpowers', 'Teenager', 'Teleportation Powers']"
718,Hiei,Black Hair,Male,"['Demon', 'Elemental Powers', 'Fire Powers', 'Headband']"
719,Karen ARARAGI,Black Hair,Female,"['Hair Antenna', 'Martial Artist', 'Middle School Student', 'Snaggletooth', 'Teenager', 'Tomboy']"
720,Ui HIRASAWA,Brown Hair,Female,"['Cook', 'Hair Ribbons', 'Middle School Student', 'Ponytail', 'Teenager', 'Yamato Nadeshiko']"
721,Agni,White Hair,Male,"['Bandages', 'Bindi', 'Butler', 'Dark-skinned', 'Foreigner', 'Martial Artist', 'Piercings', 'Turban']"
722,Pluto,Grey Hair,Male,"['Animal', 'Dog', 'Frequently-Naked']"
723,Marco BODT,Black Hair,Male,"['Analytical', 'Freckles', 'Military', 'Sword Fighter']"
724,Nadeko SENGOKU,Brown Hair,Female,"['Class Representative', 'Middle School Student', 'Shy', 'Teenager']"
725,Ai ENMA,Black Hair,Female,"['Agent of the Afterlife', 'Darkness Powers', 'Elemental Powers', 'Stoic']"
726,Kyohei KADOTA,Brown Hair,Male,"['Adult', 'Hat']"
